name
1-Methylimidazole+THF+PFTU
1-Methylimidazole+THF+TCFH
1-Methylimidazole+THF+HATU
1-Methylimidazole+THF+PyBOP
1-Methylimidazole+THF+BOP-Cl
1-Methylimidazole+THF+TFFH
1-Methylimidazole+THF+DPPCl
1-Methylimidazole+THF+HOTU
1-Methylimidazole+MeCN+PFTU
1-Methylimidazole+MeCN+TCFH
1-Methylimidazole+MeCN+HATU
1-Methylimidazole+MeCN+PyBOP
1-Methylimidazole+MeCN+BOP-Cl
1-Methylimidazole+MeCN+TFFH
1-Methylimidazole+MeCN+DPPCl
1-Methylimidazole+MeCN+HOTU
1-Methylimidazole+DMF+PFTU
1-Methylimidazole+DMF+TCFH
1-Methylimidazole+DMF+HATU
1-Methylimidazole+DMF+PyBOP
1-Methylimidazole+DMF+BOP-Cl
1-Methylimidazole+DMF+TFFH
1-Methylimidazole+DMF+DPPCl
1-Methylimidazole+DMF+HOTU
"2,6-Lutidine+THF+PFTU"
"2,6-Lutidine+THF+TCFH"
"2,6-Lutidine+THF+HATU"
"2,6-Lutidine+THF+PyBOP"
"2,6-Lutidine+THF+BOP-Cl"
"2,6-Lutidine+THF+TFFH"
"2,6-Lutidine+THF+DPPCl"
"2,6-Lutidine+THF+HOTU"
"2,6-Lutidine+MeCN+PFTU"
"2,6-Lutidine+MeCN+TCFH"
"2,6-Lutidine+MeCN+HATU"
"2,6-Lutidine+MeCN+PyBOP"
"2,6-Lutidine+MeCN+BOP-Cl"
"2,6-Lutidine+MeCN+TFFH"
"2,6-Lutidine+MeCN+DPPCl"
"2,6-Lutidine+MeCN+HOTU"
"2,6-Lutidine+DMF+PFTU"
"2,6-Lutidine+DMF+TCFH"
"2,6-Lutidine+DMF+HATU"
"2,6-Lutidine+DMF+PyBOP"
"2,6-Lutidine+DMF+BOP-Cl"
"2,6-Lutidine+DMF+TFFH"
"2,6-Lutidine+DMF+DPPCl"
"2,6-Lutidine+DMF+HOTU"
N-methylmorpholine+THF+PFTU
N-methylmorpholine+THF+TCFH
N-methylmorpholine+THF+HATU
N-methylmorpholine+THF+PyBOP
N-methylmorpholine+THF+BOP-Cl
N-methylmorpholine+THF+TFFH
N-methylmorpholine+THF+DPPCl
N-methylmorpholine+THF+HOTU
N-methylmorpholine+MeCN+PFTU
N-methylmorpholine+MeCN+TCFH
N-methylmorpholine+MeCN+HATU
N-methylmorpholine+MeCN+PyBOP
N-methylmorpholine+MeCN+BOP-Cl
N-methylmorpholine+MeCN+TFFH
N-methylmorpholine+MeCN+DPPCl
N-methylmorpholine+MeCN+HOTU
N-methylmorpholine+DMF+PFTU
N-methylmorpholine+DMF+TCFH
N-methylmorpholine+DMF+HATU
N-methylmorpholine+DMF+PyBOP
N-methylmorpholine+DMF+BOP-Cl
N-methylmorpholine+DMF+TFFH
N-methylmorpholine+DMF+DPPCl
N-methylmorpholine+DMF+HOTU
Diisopropylethylamine+THF+PFTU
Diisopropylethylamine+THF+TCFH
Diisopropylethylamine+THF+HATU
Diisopropylethylamine+THF+PyBOP
Diisopropylethylamine+THF+BOP-Cl
Diisopropylethylamine+THF+TFFH
Diisopropylethylamine+THF+DPPCl
Diisopropylethylamine+THF+HOTU
Diisopropylethylamine+MeCN+PFTU
Diisopropylethylamine+MeCN+TCFH
Diisopropylethylamine+MeCN+HATU
Diisopropylethylamine+MeCN+PyBOP
Diisopropylethylamine+MeCN+BOP-Cl
Diisopropylethylamine+MeCN+TFFH
Diisopropylethylamine+MeCN+DPPCl
Diisopropylethylamine+MeCN+HOTU
Diisopropylethylamine+DMF+PFTU
Diisopropylethylamine+DMF+TCFH
Diisopropylethylamine+DMF+HATU
Diisopropylethylamine+DMF+PyBOP
Diisopropylethylamine+DMF+BOP-Cl
Diisopropylethylamine+DMF+TFFH
Diisopropylethylamine+DMF+DPPCl
Diisopropylethylamine+DMF+HOTU
