id,0.1,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78
Ethyl 4-chloro-3-fluorobenzoate,0.0,0.0,0.0,0.0,0.0,0.0,1.6846979542845946,0.0,0.2669432634164779,0.0,0.0,3.798487654320988,0.0,0.0,0.0,-0.5434567901234566,-0.4546127802973034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.076225434618292,4.674102418745276,0.0,12.840106764928194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.435283857884716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
methyl 4-bromobenzoate,0.0,0.0,0.0,0.0,0.0,0.0,1.3654543414588058,0.0,0.0,0.0,0.0,7.004305555555556,0.0,0.0,0.0,-0.30787037037037,1.5146787603930467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.887197656840511,4.521880196523053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.264353859599395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
quinolin-6-yl dimethylsulfamate,0.0,0.0,0.0,0.0,0.0,0.0,2.8292381582262536,0.0,0.0,0.0,0.0,10.249079703640714,0.0,0.0,0.0,0.0,0.2770370370370374,1.6259788359788367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.13848151297556,1.0143258692365835,0.0,0.0,0.0,0.0,23.047771793902747,4.941723356009071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.7069696003401353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3-Bromoquinoline,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.915897581254724,0.0,0.0,0.0,0.0,1.0242592592592594,2.2060879629629637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2338657407407405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.369889455782313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3-bromo-2-methylpyridine,0.0,0.0,0.0,0.0,0.0,0.0,1.9623842592592595,0.0,0.0,0.0,0.0,5.652291666666667,0.0,0.0,0.0,0.0,2.104166666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.031828703703704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.332662037037037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Clofibrate,0.0,0.0,0.0,0.0,0.0,0.0,5.092729482518443,0.0,0.3395249643067106,0.0,0.0,6.836174571680524,0.0,0.0,0.0,-0.384305555555555,1.211799912866382,0.0,-0.9961909486016624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.56280248313317,10.450581914350105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.747994286412997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4-Bromo-2-fluoroanisole,0.0,0.0,0.0,0.0,0.0,0.0,1.43682350718065,0.0,0.0,0.0,0.0,4.652939814814815,0.0,0.0,0.0,0.0,0.6304398148148151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7041203703703705,0.0,12.695787037037036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.129889455782313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4-Bromo-2-fluorobenzonitrile,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.319050925925925,0.0,0.0,1.7266203703703704,0.0,0.2259953703703709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.30401171579743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.598287037037036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0760345804988662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(4-Phenylphenyl) N,N-dimethylsulfamate",0.0,0.0,0.0,0.0,0.0,0.0,2.848554526748972,0.0,0.0,0.0,0.0,16.78615736337643,0.0,0.0,0.0,0.0,2.3824989501973635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0258999433106577,0.0,0.0,0.0,0.0,23.116689727620464,4.952266156462585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.695400001049799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"4-Bromo-1,2-(methylenedioxy)benzene",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3390740740740741,0.0,0.0,5.696689814814815,0.0,0.0,0.0,0.0,2.6475231481481485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.237407407407408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3293055555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5-Bromobenzofuran,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.570717592592592,0.0,0.0,0.0,0.0,1.0846296296296298,2.0671990740740744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.152037037037037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3754166666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4-chloro-1-fluoro-2-methoxybenzene,0.0,0.0,0.0,0.0,0.0,0.0,1.3975617283950617,0.0,0.0,0.0,0.0,4.1641512345679015,0.0,0.0,0.0,0.0,0.2478240740740747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.666342592592592,0.0,12.586311728395062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.548919753086419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4-chlorobenzotrifluoride,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.318873456790123,0.0,0.0,0.0,0.0,-0.375092592592593,0.0,-4.273225308641975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.629484126984124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.394404761904761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3-chloroquinoline,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.455588939279416,0.0,0.0,0.0,0.0,0.6839814814814817,2.0665740740740746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.148796296296297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.756170319979843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"5-bromo-2,4-dimethoxypyrimidine",0.0,0.0,0.0,0.0,0.0,0.0,3.0369160997732427,0.0,0.0,0.0,0.0,1.574074074074074,0.0,0.0,0.0,0.0,1.4747222222222225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.751990740740741,0.0,0.0,0.0,0.0,0.0,0.0,9.698078703703704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2142181594860166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
methyl 4-chlorobenzoate,0.0,0.0,0.0,0.0,0.0,0.0,1.344186980347695,0.0,0.0,0.0,0.0,6.531697530864197,0.0,0.0,0.0,-0.345679012345679,1.1199565381708247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.859419879062736,4.494102418745276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6074267762660615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"5-Chloro-1,3-benzodioxole",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3012654320987655,0.0,0.0,5.309151234567901,0.0,0.0,0.0,0.0,2.1677314814814825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.145154320987654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.687808641975308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4-chloro-2-fluoro-1-methoxybenzene,0.0,0.0,0.0,0.0,0.0,0.0,1.4090457294028722,0.0,0.0,0.0,0.0,4.265401234567902,0.0,0.0,0.0,0.0,0.1506481481481489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.666311728395062,0.0,12.641342592592594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.478361678004534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4-Chlorobiphenyl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.11397485022816,0.0,0.0,0.0,0.0,3.198007212144118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.799129048738837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4-Bromobiphenyl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.70147699357521,0.0,0.0,0.0,0.0,3.630538076341648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4179849300831444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4-Chloro-2-fluorobenzonitrile,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.931512345679012,0.0,0.0,1.6888117283950617,0.0,-0.2537962962962954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.276233938019653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.543842592592592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.424506802721087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
